x_4, y_4
0.005165696926344282, 0.3852998292655627
0.007041926294999295, 0.45373756256470593
0.00940427795123208, 0.5343313441757633
0.012053198118521498, 0.6292403559336404
0.015452003478350788, 0.7614770254114704
0.019403760081467877, 0.9090334861384032
0.02593520588871682, 1.1776220182334247
0.03326469373360705, 1.5049247785413593
0.04179735377392228, 1.9231965384489242
0.05253148869339064, 2.525613346521797
0.06603836212854777, 3.4083515150935706
0.08304841987422687, 4.791520745052019
0.1066741483746845, 7.210878296123732
0.13148524513863305, 10.704978485880702
0.1522436963223927, 14.446522343431365
0.18005050724594227, 20.870200781926147
0.2086031236781014, 30.150182190799466
0.23676564945627682, 43.55652806779107
0.24694400720080187, 48.57250845491113
