x_VG_150, y_VG_150
20.0,524.056567077342
24.109589041095887,395.8114158085011
28.21917808219178,301.77280285055707
32.32876712328767,236.65559438909983
35.821917808219176,192.6620227455323
40.13698630136986,153.96571249342156
44.04109589041096,125.36008244554624
47.945205479452056,104.00585472213682
51.23287671232877,88.73957297300569
54.93150684931506,76.43889971091677
58.42465753424657,65.22317417677283
62.53424657534246,55.66385795921507
68.6986301369863,44.09315535216981
73.21917808219177,37.28351340631405
78.35616438356163,31.236669358047884
84.31506849315068,25.689826435667637
88.21917808219177,22.763084837567963
93.15068493150685,19.615344857384933
98.90410958904108,16.59240496984399
103.63013698630135,14.568320214074635
109.5890410958904,12.440345984772382
114.52054794520546,10.923468360007897
119.04109589041094,9.772282288084075
